# background genes,# genes,category,chart color,description,FDR value,genes,network.SUID,nodes.SUID,p-value,PMID,term name,transferred FDR value,year,FDR (-log10)
129,7,KEGG Pathways,,Fluid shear stress and atherosclerosis,2.79E-08,TP53|BMPR1A|BMPR1B|ACVR1|SUMO2|AKT1|CTNNB1,10163,10291|10300|10294|10279|10273|10330|10285,6.65E-10,,hsa05418,0.75543958,0,7.554395797
116,7,WikiPathways,,Embryonic stem cell pluripotency pathways,2.83E-08,SMAD1|BMPR1A|BMPR1B|ACVR1|SMAD5|AKT1|CTNNB1,10163,10282|10300|10294|10279|10258|10330|10285,3.27E-10,,WP3931,0.754821356,0,7.548213564
58,6,WikiPathways,,TGF-beta receptor signaling in skeletal dysplasias,2.83E-08,SMAD2|SMAD1|SMAD3|SKI|SMAD5|CTNNB1,10163,10267|10282|10252|10270|10258|10285,3.27E-10,,WP4816,0.754821356,0,7.548213564
167,8,GO Biological Process,,Gastrulation,2.91E-08,SMAD2|TP53|SMAD1|PRKACA|SMAD3|BMPR1A|ACVR1|CTNNB1,10163,10267|10291|10282|10261|10252|10300|10279|10285,8.73E-11,,GO:0007369,0.753610701,0,7.536107011
4074,22,GO Biological Process,,Regulation of nucleobase-containing compound metabolic process,3.01E-08,RBL2|SMAD2|RCOR1|CDK2|TP53|PLK1|CEBPB|SMAD1|CASP3|SMAD3|MYB|E2F1|BMPR1A|SKI|E2F4|CDK1|BMPR1B|ACVR1|SMAD5|AKT1|MYC|CTNNB1,10163,10276|10267|10324|10303|10291|10297|10312|10282|10333|10252|10288|10264|10300|10270|10321|10327|10294|10279|10258|10330|10318|10285,9.20E-11,,GO:0019219,0.75214335,0,7.521433504
713,12,GO Biological Process,,Negative regulation of cell population proliferation,3.15E-08,CYP27B1|SMAD2|TP53|CEBPB|SMAD1|CASP3|SMAD3|E2F1|SKI|BMPR1B|MYC|CTNNB1,10163,10255|10267|10291|10312|10282|10333|10252|10264|10270|10294|10318|10285,9.83E-11,,GO:0008285,0.750168945,0,7.501689446
48,6,GO Biological Process,,Positive regulation of miRNA transcription,3.56E-08,TP53|SMAD1|SMAD3|MYB|BMPR1A|MYC,10163,10291|10282|10252|10288|10300|10318,1.14E-10,,GO:1902895,0.744855,0,7.448550002
49,6,Reactome Pathways,,TP53 Regulates Transcription of Cell Cycle Genes,3.64E-08,RBL2|CDK2|TP53|E2F1|E2F4|CDK1,10163,10276|10303|10291|10264|10321|10327,1.27E-10,,HSA-6791312,0.743889862,0,7.438898616
736,12,GO Biological Process,,Protein phosphorylation,4.25E-08,CSNK2A1|SMAD2|CDK2|PLK1|SMAD1|PRKACA|BMPR1A|CDK1|BMPR1B|ACVR1|SMAD5|AKT1,10163,10306|10267|10303|10297|10282|10261|10300|10327|10294|10279|10258|10330,1.41E-10,,GO:0006468,0.737161107,0,7.37161107
515,10,KEGG Pathways,,Pathways in cancer,5.21E-08,SMAD2|CDK2|TP53|PRKACA|CASP3|SMAD3|E2F1|AKT1|MYC|CTNNB1,10163,10267|10303|10291|10261|10333|10252|10264|10330|10318|10285,1.40E-09,,hsa05200,0.728316228,0,7.283162277
3246,20,GO Biological Process,,Animal organ development,5.32E-08,CYP27B1|SMAD2|RCOR1|TP53|CEBPB|SMAD1|CASP3|SMAD3|MYB|E2F1|BMPR1A|SKI|E2F4|CDK1|BMPR1B|ACVR1|SMAD5|AKT1|MYC|CTNNB1,10163,10255|10267|10324|10291|10312|10282|10333|10252|10288|10264|10300|10270|10321|10327|10294|10279|10258|10330|10318|10285,1.81E-10,,GO:0048513,0.727408837,0,7.274088368
16,5,STRING Clusters,,"Dwarfin, and E3 ubiquitin-protein ligase, SMURF1 type",6.03E-08,SMAD2|SMAD1|SMAD3|SKI|SMAD5,10163,10267|10282|10252|10270|10258,7.91E-11,,CL:21327,0.721968269,0,7.219682688
1504,15,GO Biological Process,,Reproductive process,7.19E-08,CYP27B1|CDK2|PLK1|CEBPB|SMAD1|PRKACA|CASP3|E2F1|BMPR1A|CDK1|BMPR1B|ACVR1|SMAD5|AKT1|CTNNB1,10163,10255|10303|10297|10312|10282|10261|10333|10264|10300|10327|10294|10279|10258|10330|10285,2.66E-10,,GO:0022414,0.714327111,0,7.14327111
71,6,WikiPathways,,miRNA regulation of DNA damage response,7.24E-08,CDK2|TP53|CASP3|E2F1|CDK1|MYC,10163,10303|10291|10333|10264|10327|10318,1.02E-09,,WP1530,0.714026143,0,7.140261434
154,7,KEGG Pathways,,Hippo signaling pathway,7.29E-08,SMAD2|SMAD1|SMAD3|BMPR1A|BMPR1B|MYC|CTNNB1,10163,10267|10282|10252|10300|10294|10318|10285,2.17E-09,,hsa04390,0.713727247,0,7.137272472
157,7,KEGG Pathways,,Hepatitis C,7.54E-08,CDK2|TP53|CASP3|E2F1|AKT1|MYC|CTNNB1,10163,10303|10291|10333|10264|10330|10318|10285,2.47E-09,,hsa05160,0.712262865,0,7.122628654
158,7,KEGG Pathways,,Hepatitis B,7.54E-08,CDK2|TP53|CASP3|SMAD3|E2F1|AKT1|MYC,10163,10303|10291|10333|10252|10264|10330|10318,2.57E-09,,hsa05161,0.712262865,0,7.122628654
161,7,KEGG Pathways,,Hepatocellular carcinoma,7.54E-08,SMAD2|TP53|SMAD3|E2F1|AKT1|MYC|CTNNB1,10163,10267|10291|10252|10264|10330|10318|10285,2.92E-09,,hsa05225,0.712262865,0,7.122628654
1512,15,GO Biological Process,,Positive regulation of protein metabolic process,7.61E-08,CSNK2A1|STUB1|CASP6|TP53|PLK1|CASP3|SMAD3|MYB|BMPR1A|BMPR1B|ACVR1|SUMO2|AKT1|MYC|CTNNB1,10163,10306|10315|10309|10291|10297|10333|10252|10288|10300|10294|10279|10273|10330|10318|10285,2.86E-10,,GO:0051247,0.711861534,0,7.118615343
1518,15,GO Biological Process,,Intracellular signal transduction,7.78E-08,SMAD2|CASP6|CDK2|TP53|PLK1|CEBPB|SMAD1|PRKACA|CASP3|SMAD3|E2F1|CDK1|AKT1|MYC|CTNNB1,10163,10267|10309|10303|10291|10297|10312|10282|10261|10333|10252|10264|10327|10330|10318|10285,3.02E-10,,GO:0035556,0.71090204,0,7.109020403
419,10,TISSUES,,Lymphocytic leukemia cell,7.97E-08,STUB1|RBL2|RCOR1|CDK2|TP53|PRKACA|E2F1|CDK1|AKT1|CTNNB1,10163,10315|10276|10324|10303|10291|10261|10264|10327|10330|10285,1.97E-10,,BTO:0000744,0.709854168,0,7.098541679
119,7,GO Biological Process,,Formation of primary germ layer,9.82E-08,SMAD2|SMAD1|PRKACA|SMAD3|BMPR1A|ACVR1|CTNNB1,10163,10267|10282|10261|10252|10300|10279|10285,3.88E-10,,GO:0001704,0.700788851,0,7.007888512
455,10,GO Biological Process,,Pattern specification process,1.07E-07,SMAD2|TP53|SMAD1|SMAD3|BMPR1A|SKI|BMPR1B|ACVR1|SMAD5|CTNNB1,10163,10267|10291|10282|10252|10300|10270|10294|10279|10258|10285,4.32E-10,,GO:0007389,0.697061622,0,6.970616222
92,6,KEGG Pathways,,Small cell lung cancer,1.07E-07,CDK2|TP53|CASP3|E2F1|AKT1|MYC,10163,10303|10291|10333|10264|10330|10318,4.44E-09,,hsa05222,0.697061622,0,6.970616222
14,5,GO Molecular Function,,I-SMAD binding,1.12E-07,SMAD2|SMAD1|SMAD3|SMAD5|CTNNB1,10163,10267|10282|10252|10258|10285,4.53E-11,,GO:0070411,0.695078198,0,6.950781977
1049,13,GO Biological Process,,Embryo development,1.26E-07,SMAD2|TP53|CEBPB|SMAD1|PRKACA|CASP3|SMAD3|BMPR1A|SKI|ACVR1|SMAD5|AKT1|CTNNB1,10163,10267|10291|10312|10282|10261|10333|10252|10300|10270|10279|10258|10330|10285,5.22E-10,,GO:0009790,0.689962945,0,6.899629455
2622,18,GO Biological Process,,Regulation of protein metabolic process,1.42E-07,CSNK2A1|STUB1|CASP6|CDK2|TP53|PLK1|PRKACA|CASP3|SMAD3|MYB|BMPR1A|SKI|BMPR1B|ACVR1|SUMO2|AKT1|MYC|CTNNB1,10163,10306|10315|10309|10303|10291|10297|10261|10333|10252|10288|10300|10270|10294|10279|10273|10330|10318|10285,6.17E-10,,GO:0051246,0.684771166,0,6.847711656
2265,17,GO Biological Process,,Negative regulation of cellular metabolic process,1.54E-07,CSNK2A1|CYP27B1|SMAD2|RCOR1|CDK2|TP53|PLK1|CEBPB|CASP3|SMAD3|MYB|E2F1|SKI|SMAD5|AKT1|MYC|CTNNB1,10163,10306|10255|10267|10324|10303|10291|10297|10312|10333|10252|10288|10264|10270|10258|10330|10318|10285,6.86E-10,,GO:0031324,0.681247928,0,6.812479279
3507,20,GO Biological Process,,Cell differentiation,1.66E-07,RBL2|SMAD2|RCOR1|CASP6|TP53|CEBPB|SMAD1|PRKACA|CASP3|SMAD3|MYB|BMPR1A|SKI|E2F4|CDK1|BMPR1B|ACVR1|SMAD5|AKT1|CTNNB1,10163,10276|10267|10324|10309|10291|10312|10282|10261|10333|10252|10288|10300|10270|10321|10327|10294|10279|10258|10330|10285,7.52E-10,,GO:0030154,0.677989191,0,6.779891912
654,11,GO Biological Process,,Chordate embryonic development,1.66E-07,SMAD2|TP53|CEBPB|PRKACA|CASP3|SMAD3|BMPR1A|SKI|ACVR1|AKT1|CTNNB1,10163,10267|10291|10312|10261|10333|10252|10300|10270|10279|10330|10285,7.49E-10,,GO:0043009,0.677989191,0,6.779891912
4010,21,GO Biological Process,,Response to chemical,1.78E-07,STUB1|CYP27B1|SMAD2|CASP6|CDK2|TP53|CEBPB|SMAD1|PRKACA|CASP3|SMAD3|E2F1|BMPR1A|SKI|CDK1|BMPR1B|ACVR1|SMAD5|AKT1|MYC|CTNNB1,10163,10315|10255|10267|10309|10303|10291|10312|10282|10261|10333|10252|10264|10300|10270|10327|10294|10279|10258|10330|10318|10285,8.26E-10,,GO:0042221,0.674958,0,6.749579998
27,5,Reactome Pathways,,Signaling by BMP,1.78E-07,SMAD1|BMPR1A|SKI|BMPR1B|SMAD5,10163,10282|10300|10270|10294|10258,7.75E-10,,HSA-201451,0.674958,0,6.749579998
130,7,Reactome Pathways,,G1/S Transition,1.78E-07,RBL2|CDK2|E2F1|E2F4|CDK1|AKT1|MYC,10163,10276|10303|10264|10321|10327|10330|10318,7.00E-10,,HSA-69206,0.674958,0,6.749579998
70,6,GO Biological Process,,Mesoderm formation,1.97E-07,SMAD2|SMAD1|PRKACA|SMAD3|BMPR1A|ACVR1,10163,10267|10282|10261|10252|10300|10279,9.42E-10,,GO:0001707,0.670553377,0,6.705533774
1108,13,GO Biological Process,,Regulation of cell cycle,2.09E-07,CSNK2A1|RBL2|CDK2|TP53|PLK1|PRKACA|CASP3|E2F1|CDK1|ACVR1|AKT1|MYC|CTNNB1,10163,10306|10276|10303|10291|10297|10261|10333|10264|10327|10279|10330|10318|10285,1.01E-09,,GO:0051726,0.667985371,0,6.679853714
37,5,WikiPathways,,Neovascularisation processes,2.11E-07,SMAD2|SMAD1|SMAD3|SMAD5|AKT1,10163,10267|10282|10252|10258|10330,3.24E-09,,WP4331,0.667571754,0,6.675717545
880,12,GO Biological Process,,Tube development,2.15E-07,SMAD2|SMAD1|PRKACA|CASP3|SMAD3|BMPR1A|SKI|ACVR1|SMAD5|AKT1|MYC|CTNNB1,10163,10267|10282|10261|10333|10252|10300|10270|10279|10258|10330|10318|10285,1.06E-09,,GO:0035295,0.666756154,0,6.66756154
194,7,KEGG Pathways,,Proteoglycans in cancer,2.27E-07,SMAD2|TP53|PRKACA|CASP3|AKT1|MYC|CTNNB1,10163,10267|10291|10261|10333|10330|10318|10285,1.01E-08,,hsa05205,0.664397414,0,6.643974143
141,7,GO Biological Process,,Osteoblast differentiation,2.34E-07,SMAD1|SMAD3|BMPR1A|BMPR1B|SMAD5|AKT1|CTNNB1,10163,10282|10252|10300|10294|10258|10330|10285,1.20E-09,,GO:0001649,0.663078414,0,6.630784143
359,9,GO Biological Process,,Negative regulation of cell cycle,2.40E-07,RBL2|CDK2|TP53|PLK1|CASP3|E2F1|CDK1|ACVR1|CTNNB1,10163,10276|10303|10291|10297|10333|10264|10327|10279|10285,1.25E-09,,GO:0045786,0.661978876,0,6.619788758
361,9,Reactome Pathways,,Transcriptional Regulation by TP53,2.50E-07,CSNK2A1|RBL2|CASP6|CDK2|TP53|E2F1|E2F4|CDK1|AKT1,10163,10306|10276|10309|10303|10291|10264|10321|10327|10330,1.31E-09,,HSA-3700989,0.660205999,0,6.602059991
2749,18,GO Biological Process,,Regulation of multicellular organismal process,2.54E-07,CYP27B1|SMAD2|RCOR1|TP53|CEBPB|SMAD1|PRKACA|SMAD3|MYB|E2F1|BMPR1A|SKI|CDK1|BMPR1B|ACVR1|AKT1|MYC|CTNNB1,10163,10255|10267|10324|10291|10312|10282|10261|10252|10288|10264|10300|10270|10327|10294|10279|10330|10318|10285,1.34E-09,,GO:0051239,0.659516628,0,6.595166283
27,5,TISSUES,,Colonic adenocarcinoma cell line,2.69E-07,TP53|CASP3|AKT1|MYC|CTNNB1,10163,10291|10333|10330|10318|10285,7.75E-10,,BTO:0001913,0.657024772,0,6.57024772
324,8,KEGG Pathways,,Human papillomavirus infection,2.88E-07,RBL2|CDK2|TP53|PRKACA|CASP3|E2F1|AKT1|CTNNB1,10163,10276|10303|10291|10261|10333|10264|10330|10285,1.37E-08,,hsa05165,0.654060751,0,6.540607512
4143,21,GO Biological Process,,Regulation of cellular biosynthetic process,2.89E-07,CYP27B1|RBL2|SMAD2|RCOR1|CDK2|TP53|PLK1|CEBPB|SMAD1|SMAD3|MYB|E2F1|BMPR1A|SKI|E2F4|BMPR1B|ACVR1|SMAD5|AKT1|MYC|CTNNB1,10163,10255|10276|10267|10324|10303|10291|10297|10312|10282|10252|10288|10264|10300|10270|10321|10294|10279|10258|10330|10318|10285,1.55E-09,,GO:0031326,0.653910216,0,6.539102157
2084,17,GO Molecular Function,,Enzyme binding,3.06E-07,STUB1|SMAD2|RCOR1|TP53|PLK1|CEBPB|SMAD1|PRKACA|CASP3|SMAD3|E2F1|SKI|ACVR1|SUMO2|SMAD5|AKT1|CTNNB1,10163,10315|10267|10324|10291|10297|10312|10282|10261|10333|10252|10264|10270|10279|10273|10258|10330|10285,1.86E-10,,GO:0019899,0.651427857,0,6.514278574
95,6,WikiPathways,,Small cell lung cancer,3.20E-07,CDK2|TP53|CASP3|E2F1|AKT1|MYC,10163,10303|10291|10333|10264|10330|10318,5.33E-09,,WP4658,0.649485002,0,6.494850022
7,4,TISSUES,,Colorectal cancer cell,3.23E-07,TP53|AKT1|MYC|CTNNB1,10163,10291|10330|10318|10285,1.06E-09,,BTO:0001615,0.649079748,0,6.490797478
4714,22,GO Biological Process,,Signal transduction,3.29E-07,CSNK2A1|STUB1|SMAD2|CASP6|CDK2|TP53|PLK1|CEBPB|SMAD1|PRKACA|CASP3|SMAD3|E2F1|BMPR1A|SKI|CDK1|BMPR1B|ACVR1|SMAD5|AKT1|MYC|CTNNB1,10163,10306|10315|10267|10309|10303|10291|10297|10312|10282|10261|10333|10252|10264|10300|10270|10327|10294|10279|10258|10330|10318|10285,1.78E-09,,GO:0007165,0.64828041,0,6.482804102
375,9,GO Biological Process,,Regulation of binding,3.32E-07,STUB1|SMAD2|PLK1|PRKACA|SMAD3|E2F1|SKI|AKT1|CTNNB1,10163,10315|10267|10297|10261|10252|10264|10270|10330|10285,1.82E-09,,GO:0051098,0.647886192,0,6.478861916
716,11,GO Biological Process,,Regulation of cell cycle process,3.45E-07,CSNK2A1|RBL2|CDK2|TP53|PLK1|E2F1|CDK1|ACVR1|AKT1|MYC|CTNNB1,10163,10306|10276|10303|10291|10297|10264|10327|10279|10330|10318|10285,1.91E-09,,GO:0010564,0.64621809,0,6.462180905
785,12,GO Molecular Function,,Kinase binding,3.60E-07,STUB1|TP53|PLK1|CEBPB|SMAD1|PRKACA|SMAD3|E2F1|SKI|ACVR1|AKT1|CTNNB1,10163,10315|10291|10297|10312|10282|10261|10252|10264|10270|10279|10330|10285,2.92E-10,,GO:0019900,0.64436975,0,6.443697499
8,4,GO Cellular Component,,Heteromeric SMAD protein complex,3.63E-07,SMAD2|SMAD1|SMAD3|SMAD5,10163,10267|10282|10252|10258,1.59E-09,,GO:0071144,0.644009337,0,6.440093375
82,6,Reactome Pathways,,Cyclin E associated events during G1/S transition,3.76E-07,RBL2|CDK2|E2F1|E2F4|AKT1|MYC,10163,10276|10303|10264|10321|10330|10318,2.31E-09,,HSA-69202,0.642481216,0,6.424812155
84,6,Reactome Pathways,,Cyclin A:Cdk2-associated events at S phase entry,4.03E-07,RBL2|CDK2|E2F1|E2F4|AKT1|MYC,10163,10276|10303|10264|10321|10330|10318,2.65E-09,,HSA-69656,0.639469495,0,6.394694954
1462,14,GO Biological Process,,Regulation of apoptotic process,4.22E-07,CSNK2A1|CASP6|TP53|PLK1|CEBPB|CASP3|SMAD3|E2F1|CDK1|BMPR1B|ACVR1|AKT1|MYC|CTNNB1,10163,10306|10309|10291|10297|10312|10333|10252|10264|10327|10294|10279|10330|10318|10285,2.40E-09,,GO:0042981,0.637468755,0,6.374687549
217,7,KEGG Pathways,,Human cytomegalovirus infection,4.23E-07,TP53|PRKACA|CASP3|E2F1|AKT1|MYC|CTNNB1,10163,10291|10261|10333|10264|10330|10318|10285,2.14E-08,,hsa05163,0.637365963,0,6.373659633
317,9,GO Molecular Function,,Ubiquitin-like protein ligase binding,4.26E-07,STUB1|SMAD2|TP53|CEBPB|PRKACA|SMAD3|SKI|SUMO2|SMAD5,10163,10315|10267|10291|10312|10261|10252|10270|10273|10258,4.31E-10,,GO:0044389,0.63705904,0,6.370590401
548,10,GO Biological Process,,Heart development,4.37E-07,SMAD2|TP53|SMAD1|CASP3|SMAD3|BMPR1A|CDK1|ACVR1|SMAD5|CTNNB1,10163,10267|10291|10282|10333|10252|10300|10327|10279|10258|10285,2.51E-09,,GO:0007507,0.635951856,0,6.359518563
739,11,GO Biological Process,,Regulation of proteolysis,4.57E-07,CSNK2A1|STUB1|CASP6|CDK2|TP53|PLK1|PRKACA|SMAD3|SUMO2|AKT1|MYC,10163,10306|10315|10309|10303|10291|10297|10261|10252|10273|10330|10318,2.65E-09,,GO:0030162,0.63400838,0,6.3400838
87,6,GO Biological Process,,Ureteric bud development,5.33E-07,SMAD2|SMAD1|SMAD3|SMAD5|MYC|CTNNB1,10163,10267|10282|10252|10258|10318|10285,3.23E-09,,GO:0001657,0.627327279,0,6.273272791
565,10,GO Biological Process,,Tissue morphogenesis,5.47E-07,SMAD2|SMAD1|PRKACA|CASP3|SMAD3|BMPR1A|SKI|ACVR1|MYC|CTNNB1,10163,10267|10282|10261|10333|10252|10300|10270|10279|10318|10285,3.35E-09,,GO:0048729,0.626201267,0,6.262012674
1505,14,GO Biological Process,,Positive regulation of multicellular organismal process,5.57E-07,CYP27B1|SMAD2|CEBPB|SMAD1|SMAD3|MYB|E2F1|BMPR1A|CDK1|BMPR1B|ACVR1|AKT1|MYC|CTNNB1,10163,10255|10267|10312|10282|10252|10288|10264|10300|10327|10294|10279|10330|10318|10285,3.48E-09,,GO:0051240,0.62541448,0,6.254144805
48,5,WikiPathways,,Hepatitis C and hepatocellular carcinoma,6.03E-07,TP53|CASP3|SMAD3|AKT1|MYC,10163,10291|10333|10252|10330|10318,1.08E-08,,WP3646,0.621968269,0,6.219682688
4899,22,GO Biological Process,,Regulation of gene expression,6.07E-07,RBL2|SMAD2|RCOR1|CDK2|TP53|PLK1|CEBPB|SMAD1|PRKACA|SMAD3|MYB|E2F1|BMPR1A|SKI|E2F4|CDK1|BMPR1B|ACVR1|SMAD5|AKT1|MYC|CTNNB1,10163,10276|10267|10324|10303|10291|10297|10312|10282|10261|10252|10288|10264|10300|10270|10321|10327|10294|10279|10258|10330|10318|10285,3.87E-09,,GO:0010468,0.621681131,0,6.216811309
109,6,WikiPathways,,DNA damage response (only ATM dependent),6.08E-07,RBL2|TP53|SMAD3|AKT1|MYC|CTNNB1,10163,10276|10291|10252|10330|10318|10285,1.17E-08,,WP710,0.621609642,0,6.216096421
92,6,Reactome Pathways,,Signaling by TGF-beta Receptor Complex,6.33E-07,STUB1|SMAD2|SMAD3|SKI|E2F4|MYC,10163,10315|10267|10252|10270|10321|10318,4.44E-09,,HSA-170834,0.619859629,0,6.19859629
3867,20,GO Biological Process,,System development,6.89E-07,CYP27B1|SMAD2|RCOR1|TP53|CEBPB|SMAD1|PRKACA|CASP3|SMAD3|MYB|E2F1|BMPR1A|SKI|CDK1|BMPR1B|ACVR1|SMAD5|AKT1|MYC|CTNNB1,10163,10255|10267|10324|10291|10312|10282|10261|10333|10252|10288|10264|10300|10270|10327|10294|10279|10258|10330|10318|10285,4.46E-09,,GO:0048731,0.616178078,0,6.161780778
951,12,COMPARTMENTS,,Chromosome,7.25E-07,CSNK2A1|RBL2|SMAD2|TP53|PLK1|SMAD3|MYB|E2F1|E2F4|CDK1|MYC|CTNNB1,10163,10306|10276|10267|10291|10297|10252|10288|10264|10321|10327|10318|10285,2.52E-09,,GOCC:0005694,0.613966199,0,6.139661993
590,10,GO Biological Process,,Embryonic morphogenesis,7.67E-07,SMAD2|TP53|SMAD1|PRKACA|CASP3|SMAD3|BMPR1A|SKI|ACVR1|CTNNB1,10163,10267|10291|10282|10261|10333|10252|10300|10270|10279|10285,5.03E-09,,GO:0048598,0.611520464,0,6.115204636
115,6,WikiPathways,,Spinal cord injury,7.74E-07,CDK2|TP53|CASP3|E2F1|CDK1|MYC,10163,10303|10291|10333|10264|10327|10318,1.59E-08,,WP2431,0.611125904,0,6.111259039
287,8,GO Biological Process,,Ossification,8.22E-07,CYP27B1|SMAD1|SMAD3|BMPR1A|BMPR1B|SMAD5|AKT1|CTNNB1,10163,10255|10282|10252|10300|10294|10258|10330|10285,5.45E-09,,GO:0001503,0.608512818,0,6.085128182
1850,15,GO Cellular Component,,Chromosome,8.64E-07,CSNK2A1|RBL2|SMAD2|CDK2|TP53|PLK1|CEBPB|SMAD1|SMAD3|E2F1|E2F4|CDK1|SMAD5|MYC|CTNNB1,10163,10306|10276|10267|10303|10291|10297|10312|10282|10252|10264|10321|10327|10258|10318|10285,4.64E-09,,GO:0005694,0.606348626,0,6.063486258
2229,16,GO Biological Process,,Anatomical structure morphogenesis,8.92E-07,SMAD2|TP53|CEBPB|SMAD1|PRKACA|CASP3|SMAD3|BMPR1A|SKI|E2F4|BMPR1B|ACVR1|SMAD5|AKT1|MYC|CTNNB1,10163,10267|10291|10312|10282|10261|10333|10252|10300|10270|10321|10294|10279|10258|10330|10318|10285,5.97E-09,,GO:0009653,0.604963515,0,6.049635146
55,5,WikiPathways,,Overlap between signal transduction pathways contributing to LMNA laminopathies,9.39E-07,SMAD2|CEBPB|SMAD3|E2F1|CTNNB1,10163,10267|10312|10252|10264|10285,2.04E-08,,WP4879,0.602733441,0,6.027334408
5657,23,GO Biological Process,,Developmental process,1.03E-06,CYP27B1|RBL2|SMAD2|RCOR1|CASP6|TP53|CEBPB|SMAD1|PRKACA|CASP3|SMAD3|MYB|E2F1|BMPR1A|SKI|E2F4|CDK1|BMPR1B|ACVR1|SMAD5|AKT1|MYC|CTNNB1,10163,10255|10276|10267|10324|10309|10291|10312|10282|10261|10333|10252|10288|10264|10300|10270|10321|10327|10294|10279|10258|10330|10318|10285,6.99E-09,,GO:0032502,0.598716278,0,5.987162775
1285,13,GO Cellular Component,,Chromatin,1.03E-06,CSNK2A1|RBL2|SMAD2|TP53|PLK1|CEBPB|SMAD1|SMAD3|E2F1|E2F4|SMAD5|MYC|CTNNB1,10163,10306|10276|10267|10291|10297|10312|10282|10252|10264|10321|10258|10318|10285,6.02E-09,,GO:0000785,0.598716278,0,5.987162775
1592,14,GO Biological Process,,Negative regulation of cellular biosynthetic process,1.05E-06,CYP27B1|SMAD2|RCOR1|CDK2|TP53|PLK1|CEBPB|SMAD3|MYB|E2F1|SKI|SMAD5|MYC|CTNNB1,10163,10255|10267|10324|10303|10291|10297|10312|10252|10288|10264|10270|10258|10318|10285,7.16E-09,,GO:0031327,0.59788107,0,5.978810701
100,6,GO Biological Process,,Regulation of biomineral tissue development,1.05E-06,CYP27B1|CEBPB|SMAD3|BMPR1A|BMPR1B|ACVR1,10163,10255|10312|10252|10300|10294|10279,7.14E-09,,GO:0070167,0.59788107,0,5.978810701
21,5,DISEASES,,Liver cancer,1.17E-06,TP53|CASP3|AKT1|MYC|CTNNB1,10163,10291|10333|10330|10318|10285,2.55E-10,,DOID:3571,0.593181414,0,5.931814138
1322,13,GO Biological Process,,"Negative regulation of transcription, DNA-templated",1.18E-06,SMAD2|RCOR1|CDK2|TP53|PLK1|CEBPB|SMAD3|MYB|E2F1|SKI|SMAD5|MYC|CTNNB1,10163,10267|10324|10303|10291|10297|10312|10252|10288|10264|10270|10258|10318|10285,8.46E-09,,GO:0045892,0.592811799,0,5.928117993
3085,18,GO Biological Process,,Regulation of molecular function,1.21E-06,CSNK2A1|STUB1|CYP27B1|RBL2|SMAD2|CASP6|TP53|PLK1|PRKACA|CASP3|SMAD3|E2F1|BMPR1A|SKI|BMPR1B|AKT1|MYC|CTNNB1,10163,10306|10315|10255|10276|10267|10309|10291|10297|10261|10333|10252|10264|10300|10270|10294|10330|10318|10285,8.82E-09,,GO:0065009,0.591721463,0,5.91721463
5117,22,GO Biological Process,,Anatomical structure development,1.24E-06,CYP27B1|SMAD2|RCOR1|CASP6|TP53|CEBPB|SMAD1|PRKACA|CASP3|SMAD3|MYB|E2F1|BMPR1A|SKI|E2F4|CDK1|BMPR1B|ACVR1|SMAD5|AKT1|MYC|CTNNB1,10163,10255|10267|10324|10309|10291|10312|10282|10261|10333|10252|10288|10264|10300|10270|10321|10327|10294|10279|10258|10330|10318|10285,9.26E-09,,GO:0048856,0.590657831,0,5.906578315
71,5,KEGG Pathways,,Pancreatic cancer,1.27E-06,SMAD2|TP53|SMAD3|E2F1|AKT1,10163,10267|10291|10252|10264|10330,6.81E-08,,hsa05212,0.589619628,0,5.896196279
8,4,SMART Domains,,Domain B in dwarfin family proteins,1.31E-06,SMAD2|SMAD1|SMAD3|SMAD5,10163,10267|10282|10252|10258,1.59E-09,,SM00524,0.58827287,0,5.882728704
130,6,WikiPathways,,Adipogenesis,1.39E-06,RBL2|CEBPB|SMAD3|E2F1|E2F4|CTNNB1,10163,10276|10312|10252|10264|10321|10285,3.20E-08,,WP236,0.58569852,0,5.8569852
5781,23,GO Biological Process,,Macromolecule metabolic process,1.47E-06,CSNK2A1|STUB1|SMAD2|RCOR1|CASP6|CDK2|TP53|PLK1|CEBPB|SMAD1|PRKACA|CASP3|SMAD3|E2F1|BMPR1A|SKI|CDK1|BMPR1B|ACVR1|SUMO2|SMAD5|AKT1|CTNNB1,10163,10306|10315|10267|10324|10309|10303|10291|10297|10312|10282|10261|10333|10252|10264|10300|10270|10327|10294|10279|10273|10258|10330|10285,1.10E-08,,GO:0043170,0.583268267,0,5.832682665
12,4,COMPARTMENTS,,SMAD protein complex,1.49E-06,SMAD2|SMAD1|SMAD3|SMAD5,10163,10267|10282|10252|10258,5.84E-09,,GOCC:0071141,0.582681373,0,5.826813732
154,6,KEGG Pathways,,Wnt signaling pathway,1.49E-06,CSNK2A1|TP53|PRKACA|SMAD3|MYC|CTNNB1,10163,10306|10291|10261|10252|10318|10285,8.42E-08,,hsa04310,0.582681373,0,5.826813732
75,5,KEGG Pathways,,Chronic myeloid leukemia,1.49E-06,TP53|SMAD3|E2F1|AKT1|MYC,10163,10291|10252|10264|10330|10318,8.83E-08,,hsa05220,0.582681373,0,5.826813732
